sku;Brand;name;genere;price;url;img;appoggio;categ_running;tipo_runner;obiettivo_runner;peso_runner;larghezza_pianta;superficie_di_corsa;comfort_scarpa_running
I9SLSK4078900;Salomon;Salomon XA PRO 3D Donna Nera-Viola;Donna;95.000000;https://sportnetit.com/salomon-xa-pro-3d-donna-nera-viola.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-xa-pro-3d-donna-nera-viola.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km;40-60 kg,Sopra 60 kg;Media;Sterrato;Durevole,Performance
I9MZSGGC194421;Mizuno;Mizuno Wave Inspire 15 Blu da Uomo;Uomo;101.500000;https://sportnetit.com/mizuno-wave-inspire-15-blu-da-uomo-21.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-inspire-15-blu-da-uomo-gc1944_21.jpg;Pronazione Leggera;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Durevole
I9MZSGGC190235;Mizuno;Mizuno Wave Sky 3 da Uomo Azzurro-Blu;Uomo;119.000000;https://sportnetit.com/mizuno-wave-sky-3-da-uomo-35.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-sky-3-da-uomo-azzurro-blu-gc1902-35.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9NYSG2049242;Saucony;Saucony Jazz 21 Uomo Slate Quake;Uomo;65.000000;https://sportnetit.com/saucony-jazz-21-uomo-42.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-jazz-21-uomo-42.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Stretta;Strada,Palestra/Tapis Roulant;Morbida
I9NYSG2046237;Saucony;Saucony Triumph Iso 5 Uomo Frost-Teal;Uomo;90.000000;https://sportnetit.com/saucony-triumph-iso-5-uomo-frost-teal.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-triumph-iso-5-uomo-frost-teal.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9NYSG1051442;Saucony;Saucony Ride Iso 2 Donna Ice Quake;Donna;89.000000;https://sportnetit.com/saucony-ride-iso-2-donna-ice-quake.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-ride-iso-2-donna-ice-quake.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9ASSG1012A542020;Asics;Asics Gel Cumulus 21 Lite Show Donna;Donna;90.000000;https://sportnetit.com/asics-wmn-runn-cumulus-21-lsi9assg1012a542020.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-ls-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
I9ASSG1011A634400;Asics;Asics Gel Cumulus 21 Lite Show Uomo;Uomo;90.000000;https://sportnetit.com/asics-gel-cumulus-21-lsi9assg1011a634400.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-ls-uomo.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
I9ASSG1021A124011;Asics;Asics Torrance Uomo Nera;Uomo;49.000000;https://sportnetit.com/asics-torrance-uomo-nera-runnig-tutto-corsa.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-torrance-uomo-nera.jpg;Neutro;Entry level-Amatore;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Stretta,Media;Sterrato;Morbida
I9ASSG1012A699001;Asics;Asics Glideride Black-Rose Gold Donna;Donna;96.000000;https://sportnetit.com/asics-glideride-black-rose-gold-donna.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics_glideride_donna_1012a699.001.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0ASSG1011A817600;Asics;Asics Glideride Speed Red-Black Uomo;Uomo;96.000000;https://sportnetit.com/asics-glideride-speed-red-black-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics_glideride_uomo_1011a817_600.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Performance
I9ASSG1012A699700;Asics;Asics Glideride Roze-Petal Breeze Donna;Donna;96.000000;https://sportnetit.com/asics-glideride-roze-petal-breeze-donna.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics_glideride_donna_1012a699.700.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Performance
I9ASSG1011A817001;Asics;Asics Glideride Black-Pure Gold Uomo;Uomo;96.000000;https://sportnetit.com/asics-glideride-black-pure-gold-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics_glideride_uomo_1011a817_001.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Performance
I9BOSG1202871067;Brooks;Brooks Transcend 6 Grey-Pale Peach-Silver da Donna;Donna;102.000000;https://sportnetit.com/brooks-wmn-runn-trascend-6-067.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-transcend-6-grey-pale-peach-silver-da-donna-1202871-067.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9BOSG1202841467;Brooks;Brooks Adrenaline GTS 19 da Donna Bel-Air Coral Blue-SIlver;Donna;90.000000;https://sportnetit.com/brooks-wmn-runn-adrenaline-gts-19-467.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-adrenaline-gts-19-da-donna-bel-air-coral-blue-silver-1202841-467.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
I9BOSG1102861082;Brooks;Brooks Dyad 10 Pianta Standard (1D) Uomo Grigio;Uomo;105.000000;https://sportnetit.com/brooks-running-dyad-10-082.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-10-pianta-extra-larga-_4e_-da-uomo-grey-black-tan---6.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9BOSG1103111064;Brooks;Brooks Ghost 12 GoreTex Black-Ebony-Blue da Uomo;Uomo;105.000000;https://sportnetit.com/brooks-runn-ghost-12-gtx-064.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-12-goretex-black-ebony-blue-da-uomo-1103111-064.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9BOSG1103161661;Brooks;Brooks Ghost 12 Red-Biking Red-Black da Uomo;Uomo;98.000000;https://sportnetit.com/brooks-runn-ghost-12-661.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-12-red-biking-red-black-da-uomo-1103161-661.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I9SLSK4079650;Salomon;Salomon Speedcross 5 GTX Valiant Poppy/Black/Cherry Tomato;Uomo;109.000000;https://sportnetit.com/salomon-speedcross-5-gtx-trail-uomo.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-speedcross-5-gtx-valiant-poppyblackcherry-tomato.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta,Media;Sterrato;Morbida,Performance
I9SLSK40808800;Salomon;Salomon Supercross GoreTex Nera da Uomo;Uomo;99.000000;https://sportnetit.com/salomon-supercross-goretex-40808800-uomo-trail.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-supercross-goretex-nera-trail---5.jpg;Neutro;(A2) Performance;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta;Sterrato;Morbida,Performance
I9SLSK40788900;Salomon;Salomon XA Pro 3D Arancione da Uomo;Uomo;95.000000;https://sportnetit.com/salomon-xa-pro-3d-arancione-trail-scarpe.html;https://sportnetit.com/pub/media/catalog/product/s/a/salomon-xa-pro-3d-arancione-da-uomo.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media;Sterrato;Morbida,Durevole
S0ASSG1011A690020;Asics;Asics GT 2000 8 Piedmont Grey-Black da Uomo;Uomo;109.000000;https://sportnetit.com/asics-gt-2000-8-piedmont-grey-black-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-2000-8-piedmont-grey-black-da-uomo.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0ASSG1011A551402;Asics;Asics Gel Cumulus 21 Midnight da Uomo;Uomo;95.000000;https://sportnetit.com/asics-gel-cumulus-21-midnight-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-21-midnight-da-uomo.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1011A541402;Asics;Asics Gel Kayano 26 Tuna Blue-Peacot da Uomo;Uomo;126.000000;https://sportnetit.com/asics-gel-kayano-26-tuna-blue-peacot-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-kayano-26-tuna-blue-peacot-da-uomo.jpg;Pronazione;(A4) Ammortizzata-Stabile;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0NYSG2056725;Saucony;Saucony Jazz 22 da Uomo Black-Blue;Uomo;84.000000;https://sportnetit.com/saucony-jazz-22-da-uomo-25.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-jazz-22-da-uomo-black-blue.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0NYSG2054635;Saucony;Saucony Triumph 17 da Uomo Blackout;Uomo;99.000000;https://sportnetit.com/saucony-triumph-17-da-uomo-35.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-triumph-17-da-uomo-blackout.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg,Sopra 100 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0NYSG2054625;Saucony;Saucony Triumph 17 da Uomo Blue-Black;Uomo;99.000000;https://sportnetit.com/saucony-triumph-17-da-uomo-25.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-triumph-17-da-uomo-blue-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg,Sopra 100 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0NYSG2051425;Saucony;Saucony Ride ISO 2 da Uomo Blue-Black;Uomo;90.000000;https://sportnetit.com/saucony-ride-iso-2-da-uomo-25.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-ride-iso-2-da-uomo-blue-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0NYSG1051425;Saucony;Saucony Ride ISO 2 da Donna Blue-Aqua;Donna;90.000000;https://sportnetit.com/saucony-ride-iso-2-donna-blu-aqua.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-ride-iso-2-da-donna-blue-aqua.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0ASSG1012A651400;Asics;Asics GT 1000 9 Peacot-Black da Donna;Donna;79.000000;https://sportnetit.com/asics-gt-1000-9-peacot-black-da-donna.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-1000-9-peacot-black-da-donna.jpg;Pronazione Leggera;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
I8ASSGT800N400;Asics;Asics Gel Nimbus 20 Blu;Uomo;117.000000;https://sportnetit.com/asics-gel-nimbus-20-400.html;https://sportnetit.com/pub/media/catalog/product/t/8/t800n-400-nimbus-20-blu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0DISG175615C7406;Diadora;Diadora Mythos Blushield Hip 5 Nera da Donna;Donna;79.000000;https://sportnetit.com/diadora-mythos-blushield-hip-5-donna-c7406.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-blushield-hip-5-donna-nere.jpg;;;;;;;;
S0DISG175614C7406;Diadora;Diadora Mythos Blushield Hip 5 Uomo Nera;Uomo;79.000000;https://sportnetit.com/diadora-mythos-blushield-hip-5-c7406.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-blushield-hip-5-uomo-nere.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0DISG175601C7406;Diadora;Diadora Mythos Blushield Elite Hip Uomo Nera;Uomo;96.000000;https://sportnetit.com/diadora-mythos-blushield-elite-hip-c7406.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-blushield-elite-hip-uomo-nera.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0DISG174931C4732;Diadora;Diadora Mythos MDS Uomo Royal-Silver;Uomo;59.000000;https://sportnetit.com/diadora-mythos-mds-uomo-c4732.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-mds-uomo-royal-silver.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida
S0DISG174931C0787;Diadora;Diadora Mythos MDS Uomo Nera-Grigia;Uomo;59.000000;https://sportnetit.com/diadora-mythos-mds-uomo-c0787.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-mds-uomo-nera-grigia.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida
S0DISG174930C8397;Diadora;Diadora Mythos MDS Donna Red-White;Donna;59.000000;https://sportnetit.com/diadora-mythos-mds-donna-c8397.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-mds-donna-red-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 40 kg,40-60 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida
S0DISG174930C1531;Diadora;Diadora Mythos MDS Donna Nera-Grigia;Donna;59.000000;https://sportnetit.com/diadora-mythos-mds-donna-c1531.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-mds-donna-nera-grigia.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 40 kg,40-60 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida
S0ADSGCG4048;Adidas;Adidas Running Duramo Lite Uomo Blu;Uomo;42.000000;https://sportnetit.com/adidas-duramo-lite-2-0-blu-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-running-duramo-lite-uomo-blu.jpg;Neutro;Entry level-Amatore;Camminata,Tenersi in Forma;Meno di 5km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0MZSGGD200901;Mizuno;Mizuno Wave Ultima 11 da Donna Nero-Giallo;Donna;84.000000;https://sportnetit.com/mizuno-wave-ultima-11-09-donna.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-ultima-11-da-donna-nero-giallo.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Durevole,Performance
S0MZSGGD190909;Mizuno;Mizuno Wave Ultima 11 da Donna Nero-Giallo;Donna;98.000000;https://sportnetit.com/mizuno-wave-ultima-11-09-donna.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-ultima-11-da-donna-nero-giallo.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Durevole,Performance
S0MZSGGC200936;Mizuno;Mizuno Wave Skyrise da Uomo Metal-IceGreen;Uomo;84.000000;https://sportnetit.com/mizuno-wave-skyrise-36.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-skyrise-da-uomo-metal-icegreen.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0MZSGGC200903;Mizuno;Mizuno Wave Skyrise da Uomo Blu-Navy-Silver;Uomo;84.000000;https://sportnetit.com/mizuno-wave-skyrise-03.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-skyrise-da-uomo-blu-navy-silver.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0MZSGGC190908;Mizuno;Mizuno Wave Ultima 11 da Uomo Blu-Arancione;Uomo;98.000000;https://sportnetit.com/mizuno-wave-ultima-11-08.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-ultima-11-da-uomo-blu-arancione.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0ASSG1011A792100;Asics;Asics Evoride da Uomo Bianca Oro;Uomo;78.000000;https://sportnetit.com/asics-evoride-running-100.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-evoride-da-uomo-bianca-oro.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg;Stretta,Media;Strada;Morbida,Performance
47700;Asics;Asics Metaride da Uomo Mako Blue;Uomo;175.000000;https://sportnetit.com/asics-metaride-running-400.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-metaride-da-uomo-mako-blue.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0ADSGF36331U;Adidas;Adidas Asweerun Nere;Uomo;32.900000;https://sportnetit.com/adidas-asweerun-moda-scarpe.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-asweerun-nere.jpg;Neutro;Entry level-Amatore;Camminata,Tenersi in Forma;Meno di 5km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1012A587100;Asics;Asics Gel Nimbus 22 da Donna Nera-Bianca;Donna;108.000000;https://sportnetit.com/asics-gel-nimbus-22-da-donna-nera-bianca.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-nimbus-22-da-donna-nera-bianca.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0ASSG1012A468700;Asics;Asics Gel Cumulus 21 da Donna Rose-Gold;Donna;98.000000;https://sportnetit.com/asics-gel-cumulus-21-da-donna-700.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-21-da-donna-rose-gold.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1012A468004;Asics;Asics Gel Cumulus 21 da Donna Black-Pink;Donna;79.000000;https://sportnetit.com/asics-gel-cumulus-21-da-donna-004.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-21-da-donna-black-pink.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1012A467402;Asics;Asics Gel Pulse 11 da Donna Peacot-White;Donna;69.000000;https://sportnetit.com/asics-gel-pulse-11-da-donna-467.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-pulse-11-da-donna-peacot-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1012A467021;Asics;Asics Gel Pulse 11 da Donna GraphiteGrey-Black;Donna;70.000000;https://sportnetit.com/asics-gel-pulse-11-da-donna-021.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-pulse-11-da-donna-graphitegrey-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1011A817100;Asics;Asics Glideride Uomo Bianca-Oro;Uomo;95.000000;https://sportnetit.com/asics-glideride-uomo-bianca-oro.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-glideride-uomo-bianca-oro.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0ASSG1011A167003;Asics;Asics Jolt 2 da Uomo Nera;Uomo;39.000000;https://sportnetit.com/asics-jolt-2-003.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-jolt-2-da-uomo-nera.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0BOSG1203191066;Brooks;Brooks Transcend 7 da Donna Black-Ebony-Coral;Donna;102.000000;https://sportnetit.com/brooks-trascend-7-da-donna-066.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-trascend-7-da-donna-black-ebony-coral.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0BOSG1103311481;Brooks;Brooks Transcend 7 da Uomo Mazarine-Black-Red;Uomo;102.000000;https://sportnetit.com/brooks-trascend-7-da-uomo-481.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-trascend-7-da-uomo-mazarine-black-red.jpg;Pronazione;(A4) Ammortizzata-Stabile;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0ASSG1014A150004;Asics;Asics GT 1000 9 da Bambino Metropolis - Black;Bambino;48.000000;https://sportnetit.com/asics-gt-1000-9-da-bambino-004.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-1000-9-da-bambino-metropolis---black.jpg;;;;;;;;
S0ASSG1012A677100;Asics;Asics Evoride White da Donna;Donna;78.000000;https://sportnetit.com/asics-wmn-evoride-white-donna.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-evoride-white-da-donna.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Media;Strada;Performance
