sku;Brand;name;genere;price;url;img;appoggio;categ_running;tipo_runner;obiettivo_runner;peso_runner;larghezza_pianta;superficie_di_corsa;comfort_scarpa_running
S0ASSG1012A677020;Asics;Asics Evoride Piedmont Grey - Mint Tint da Donna;Donna;78.000000;https://sportnetit.com/asics-wmn-evoride-grey-mint-donna-running.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-evoride-piedmont-grey---mint-tint-da-donna.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Media;Strada;Performance
S0ASSG1011A167102;Asics;Asics Jolt 2 Bianche;Uomo;35.000000;https://sportnetit.com/asics-jolt-2-running-scarpe-bianche.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-jolt-2-bianche.jpg;Neutro;Entry level-Amatore;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0UASB3022604100;Under Armour;Under Armour Charged Pursuit 2 Bianca da Donna;Donna;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-bianca-da-donna.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-bianca-da-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0UASB30225940401;Under Armour;Under Armour Charged Pursuit 2 Blu;Uomo;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-blu.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-blu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0BOSG1203051437;Brooks;Brooks Ghost 12 da Donna Majolica-Blue-Beetroot;Donna;89.000000;https://sportnetit.com/brooks-ghost-12-da-donna-437.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-12-da-donna-majolica-blue-beetroot.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0BOSG1202961041;Brooks;Brooks Adrenaline GTS 20 da Donna Grey;Donna;95.000000;https://sportnetit.com/brooks-adrenaline-gts-20-da-donna-041.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-adrenaline-gts-20-da-donna-041.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0BOSG1202831436;Brooks;Brooks Glycerin 17 da Donna Navy-Stellar Blue;Donna;99.000000;https://sportnetit.com/brooks-glycerin-17-436-da-donna.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-glycerin-17-da-donna-navy-stellar-blue.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0BOSG1103151053;Brooks;Brooks Ricochet 2 Black-Grey-Blue;Uomo;98.000000;https://sportnetit.com/brooks-ricochet-2-053.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ricochet-2-black-grey-blue.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0BOSG1103121047;Brooks;Brooks Levitate 3 Black-Ebony-Silver;Uomo;102.000000;https://sportnetit.com/brooks-levitate-3-047.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-levitate-3-black-ebony-silver.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0UASG3022587600;Under Armour;Under Armour Hovr Infinite 2 Nera-Rossa;Uomo;98.000000;https://sportnetit.com/under-armour-hovr-infinite-2-nera-rossa.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-hovr-infinite-2-nera-rossa.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0UASB3022604001;Under Armour;Under Armour Charged Pursuit 2 Nera-Bianca da Donna;Donna;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-da-donna-001.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-da-donna-nera-bianca.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0UASB3022594400;Under Armour;Under Armour Charged Pursuit 2 Royal-White;Uomo;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-400.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-royal-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0UASB3022594003;Under Armour;Under Armour Charged Pursuit 2 Total Black;Uomo;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-003.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-total-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0UASB3022594001;Under Armour;Under Armour Charged Pursuit 2 Nera-Bianca;Uomo;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-001.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-nera-bianca.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1011A541004;Asics;Asics Gel Kayano 26 da Uomo Black-Polar Shade;Uomo;99.000000;https://sportnetit.com/asics-gel-kayano-26-004-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-kayano-26-da-uomo-black-polar-shade.jpg;Pronazione;(A4) Ammortizzata-Stabile;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0ASSG1012A468001;Asics;Asics Gel Cumulus 21 Nera da Donna;Donna;90.000000;https://sportnetit.com/asics-gel-cumulus-21-nera-da-donna.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-21-nera-da-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ADSGEF0787;Adidas;Adidas Solar Drive 19 Uomo Blu;Uomo;69.000000;https://sportnetit.com/adidas-solar-drive-19-uomo-blu.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-solar-drive-19-uomo-blu.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km;60-80 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0ADSGEF0778;Adidas;Adidas Solar Drive 19 Donna Viola;Donna;69.000000;https://sportnetit.com/adidas-solar-drive-19-donna-viola.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-solar-drive-19-donna-viola.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0ASSG1012A771101;Asics;Asics Gel Nimbus 22 da Donna Barcellona White/Flash Coral;Donna;108.000000;https://sportnetit.com/asics-gel-nimbus-da-donna-barcellona.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-nimbus-da-donna-barcellona-whiteflash-coral.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0ADSKCM7635;Adidas;Adidas Terrex Tracerocker Nera - Blu;Uomo;79.000000;https://sportnetit.com/adidas-terrex-tracerocker-nera-blu.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-terrex-tracerocker-nera---blu---2.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Sterrato;Durevole,Performance
S0ASSG1011A551700;Asics;Asics Gel Cumulus 21 da Uomo Flash Coral-Black;Uomo;77.000000;https://sportnetit.com/asics-gel-cumulus-21-da-uomo-700.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gel-cumulus-21-da-uomo-flash-coral-black.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma,Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
S0ASSG1012A591002;Asics;Asics GT 2000 8 da Donna Black-Rose Gold;Donna;90.000000;https://sportnetit.com/asics-gt-2000-8-da-donna-002.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-2000-8-da-donna-black-rose-gold.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km,21-42 km;40-60 kg;Media;Strada,Palestra/Tapis Roulant;Durevole
S0ADSGEE7917U;Adidas;Adidas Running Galaxy 4 Nere;Uomo;40.000000;https://sportnetit.com/adidas-galaxy-4-ee7917.html;https://sportnetit.com/pub/media/catalog/product/a/d/adidas-running-galaxy-4-nere.jpg;Neutro;Entry level-Amatore;Camminata,Tenersi in Forma;Meno di 5km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0BOSG1103274051;Brooks;Brooks Beast 20 Pianta Extralarga (4E) Black-Ebony-Grey ;Uomo;105.000000;https://sportnetit.com/brooks-beast-20-pianta-4e-051.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-beast-20-pianta-extralarga-_4e_-black-ebony-grey.jpg;Pronazione;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;Sopra 100 kg;Larga;Strada,Palestra/Tapis Roulant;Durevole
S0BOSG1103232064;Brooks;Brooks Dyad 11 da Uomo Pianta Larga (2E) Black-Ebony-Blue;Uomo;98.000000;https://sportnetit.com/brooks-dyad-11-da-uomo-064.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-da-uomo-pianta-larga-_2e_-black-ebony-blue.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0DISG175619C8373;Diadora;Diadora Mythos Blushield 5 da Donna Bianca-Azzurra;Donna;95.000000;https://sportnetit.com/diadora-mythos-blushield-5-da-donna-bianca-azzurra.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-mythos-blushield-5-da-donna-bianca-azzurra.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;5-10 km,15-21 km;40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0BOSG1103231064;Brooks;Brooks Dyad 11 da Uomo Pianta Normale (1D) Black-Ebony-Blue;Uomo;99.000000;https://sportnetit.com/brooks-dyad-11-da-uomo-pianta-normale-1d-black-ebony-blue.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-da-uomo-pianta-larga-_2e_-black-ebony-blue.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0DISG175609C1379;Diadora;Diadora X Run Light 5 Donna Grigio Chiaro;Donna;35.000000;https://sportnetit.com/diadora-x-run-light-5-donna-c1379.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-x-run-light-5-donna-grigio-chiaro.jpg;Neutro;Entry level-Amatore;Camminata;Meno di 5km;Meno di 60 kg;Stretta;Strada,Palestra/Tapis Roulant;Morbida
S0DISG175608C2815;Diadora;Diadora X Run Light 5 Nero da Uomo;Uomo;35.000000;https://sportnetit.com/diadora-x-run-light-5-c2815.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-x-run-light-5-nero-da-uomo.jpg;Neutro;Entry level-Amatore;Camminata;Meno di 5km;Meno di 60 kg;Stretta;Strada,Palestra/Tapis Roulant;Morbida
I7HOSG1016723;Hoka;Hoka Clifton 4;Uomo;69.000000;https://sportnetit.com/hoka-clifton-4.html;;;;;;;;;
E7NYSG2030712;Saucony;Saucony Jazz 18 Blu;Uomo;65.000000;https://sportnetit.com/saucony-scarpa-running-jazz-18-blu.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-scarpa-runn-jazz-18-blu.jpg;;;;;;;;
E7MZSGGD160933;Mizuno;Mizuno Wave Ultima 8 White-Purple da Donna;Donna;69.000000;https://sportnetit.com/mizuno-wave-ultima-8-white-purple-da-donna.html;;;;;;;;;
E8ASSGT7B8N0606;Asics;Asics Gel Cumulus 19 Begonia Pink Baton Rouge Donna;Donna;65.000000;https://sportnetit.com/asics-gel-cumulus-19-begonia-pink-baton-rouge-donna.html;;;;;;;;;
I8ASSG1011A008400;Asics;Asics Gel Cumulus 20 Race Blue-Peacot;Uomo;69.000000;https://sportnetit.com/asics-gel-cumulus-20-race-blue-peacot.html;;;;;;;;;
E7ASSGT757N9801;Asics;Asics GT 2000 5 Mid Grey-White;Donna;69.000000;https://sportnetit.com/asics-gt-2000-5-mid-grey-white.html;;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km,21-42 km;40-60 kg;Media;Strada,Palestra/Tapis Roulant;Durevole
I7ASSGGT7D3N9006;Asics;Asics Gel Pulse 9 Black-Cherry Tomato;Uomo;59.000000;https://sportnetit.com/asics-gel-pulse-9-black-cherry-tomato.html;;;;;;;;;
I7ASSG76A3N9007;Asics;Asics GT 1000 5 Black-Safety Yellow;Uomo;69.000000;https://sportnetit.com/asics-gt-1000-5-black-safety-yellow.html;;;;;;;;;
E9NYSG2046236;Saucony;Saucony Triumph ISO 5 Blue-Orange;Uomo;85.000000;https://sportnetit.com/saucony-triumph-iso-5-blue-orange.html;;;;;;;;;
S0UASB3022604401;Under Armour;Under Armour Charged Pursuit 2 Viola da Donna;Donna;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-401-da-donna.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-viola-da-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0UASB3022594101;Under Armour;Under Armour Charged Pursuit 2 Bianche;Uomo;42.000000;https://sportnetit.com/under-armour-charged-pursuit-2-bianche.html;https://sportnetit.com/pub/media/catalog/product/u/n/under-armour-charged-pursuit-2-bianche.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
S0HOSG1102873;Hoka;Hoka Clifton 6 Black/Rose Gold da Donna;Donna;98.000000;https://sportnetit.com/hoka-clifton-6-running-da-donna.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-clifton-6-black-rose-gold-da-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 40 kg,40-60 kg;Media,Larga;Strada;Morbida,Performance
S0HOSG1019270;Hoka;Hoka Bondi 6 Arctic-Dusk Grape-Juice da Donna;Donna;101.500000;https://sportnetit.com/hoka-bondi-6-running-da-donna.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-bondi-6-arctic-dusk-grape-juice-da-donna.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;40-60 kg,Sopra 60 kg;Media,Larga;Strada;Morbida,Durevole
F0BOSG1203121490;Brooks;Brooks Dyad 11 da Donna Pianta Larga (1D) Blue-Navy-Beetroot;Donna;105.000000;https://sportnetit.com/brooks-dyad-11-da-donna-490.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-11-da-donna-blue-navy-beetroot.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;Sopra 60 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1103391129;Brooks;Brooks Hyperion Tempo White-Black-Iced Aqua da Uomo;Uomo;112.500000;https://sportnetit.com/brooks-hyperion-tempo-white-black-iced-aqua-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks_hyperion_tempo_white-black-iced_aqua_da_uomo.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1103481435;Brooks;Brooks Ghost 13 da Uomo Blue-Red-White;Uomo;105.000000;https://sportnetit.com/brooks-running-ghost-13-da-uomo-blue-red-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-running-ghost-13-da-uomo-blue-red-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Sopra 60 kg,Meno di 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1103481039;Brooks;Brooks Ghost 13 da Uomo Black-Nightlife-White;Uomo;105.000000;https://sportnetit.com/brooks-running-ghost-13-da-uomo-black-nightlife-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-running-ghost-13-da-uomo-black-nightlife-white.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Sopra 60 kg,Meno di 60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1203381073;Brooks;Brooks Ghost 13 da Donna Grey-Atlantis-Black;Donna;105.000000;https://sportnetit.com/brooks-running-ghost-13-da-donna-grey-atlantis-black.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-running-ghost-13-da-donna-grey-atlantis-black---3.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 40 kg,40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0NYSG2057910;Saucony;Saucony Running Ride 13 da Uomo Gialle;Uomo;98.000000;https://sportnetit.com/saucony-running-ride-13-da-uomo-gialle.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-running-ride-13-da-uomo-gialle.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Runner Assiduo,Podista;5-10 km,15-21 km;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Performance
F0NYSG2057740;Saucony;Saucony Running Endorphin Shift Black;Uomo;105.000000;https://sportnetit.com/saucony-running-endorphin-shift-black.html;https://sportnetit.com/pub/media/catalog/product/s/a/saucony-running-endorphin-shift-black---3.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada;Morbida,Performance
F0ASSG1012A651023;Asics;Asics Gt 1000 9 da Donna Carrier Grey Black;Donna;89.000000;https://sportnetit.com/asics-running-gt-1000-9-da-donna-carrier-grey-black.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-running-gt-1000-9-da-donna-carrier-grey-black.jpg;Pronazione Leggera;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km;Meno di 40 kg,40-60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0BOSG1202751064;Brooks;Brooks Dyad 10 Running Black-Ebony-Blue da Donna;Donna;105.000000;https://sportnetit.com/brooks-running-dyad-10-donna-blue-black.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-10-running-black-ebony-blue-da-donna-3.jpg;;;;;;;;
S0BOSG1103162040;Brooks;Brooks Ghost 12 Pianta Larga  (2E) da Uomo Black-Grey;Uomo;90.000000;https://sportnetit.com/brooks-running-ghost-12-2e-grey-black.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-ghost-12-da-uomo-black-grey.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
S0BOSG1102921099;Brooks;Brooks Running Revel 2 Grey-Yellow;Uomo;70.000000;https://sportnetit.com/brooks-runn-revel-2-grey-yellow.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-running-revel-2-grey-yellow.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Performance
S0BOSG1102864082;Brooks;Brooks Dyad 10 Pianta Extra-Larga (4E) da Uomo Grey Black Tan;Uomo;105.000000;https://sportnetit.com/brooks-dyad-10-pianta-extra-larga-4e-da-uomo-grey-black-tan.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-10-pianta-extra-larga-_4e_-da-uomo-grey-black-tan---6.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
S0BOSG1102864064;Brooks;Brooks Dyad 10 Pianta Extra-Larga (4E) da Uomo Black Ebony Blue;Uomo;105.000000;https://sportnetit.com/brooks-dyad-10-pianta-extra-larga-4e-da-uomo-black-ebony-blue.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-dyad-10-pianta-extra-larga-_4e_-da-uomo-black-ebony-blue---4.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km,5-10 km,15-21 km;80-100 kg,Sopra 100 kg;Larga;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0BOSG1103451672;Brooks;Brooks Running Levitate 4 Red-Cherry Tomato-White;Uomo;102.000000;https://sportnetit.com/brooks-running-levitate-4-red-cherry-tomato-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-running-levitate-4-red-cherry-tomato-white.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0BOSG1103451012;Brooks;Brooks Running Levitate 4 Black-Blackened Pearl White;Uomo;102.000000;https://sportnetit.com/brooks-running-levitate-4-black-blackened-pearl-white.html;https://sportnetit.com/pub/media/catalog/product/b/r/brooks-running-levitate-4-black-blackened-pearl-white.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;15-21 km,21-42 km,42 km ed Oltre;60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Performance
F0ASSG1011A690010;Asics;Asics Gt 2000 8 Running Black-Magnetic Blue da Uomo;Uomo;98.000000;https://sportnetit.com/asics-gt-2000-8-running-black-magnetic-blue-da-uomo.html;https://sportnetit.com/pub/media/catalog/product/a/s/asics-gt-2000-8-running-black-magnetic-blue-da-uomo.jpg;Pronazione;(A4) Ammortizzata-Stabile;Tenersi in Forma,Runner Assiduo;Meno di 5km,5-10 km,15-21 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0DISG175631C1141;Diadora;Diadora Shindano 8 da Uomo Blu-Navy;Uomo;59.000000;https://sportnetit.com/diadora-shindano-8-da-uomo-c1141.html;https://sportnetit.com/pub/media/catalog/product/d/i/diadora-shindano-8-da-uomo-blu-navy.jpg;Neutro;(A4) Ammortizzata-Stabile;Camminata,Tenersi in Forma;Meno di 5km;80-100 kg,Sopra 100 kg;Media,Larga;Strada,Palestra/Tapis Roulant;Morbida
F0DISG173050C4831;Diadora;Diadora Mythos Blushield Fly Hip da Uomo;Uomo;69.000000;https://sportnetit.com/diadora-mythos-blushield-fly-hip-c4831.html;https://sportnetit.com/pub/media/catalog/product/1/0/101.173049_c4831_01_hr.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Camminata,Tenersi in Forma;5-10 km,15-21 km;40-60 kg;Media;Strada,Palestra/Tapis Roulant;Morbida
F0MZSGGC206209;Mizuno;Mizuno Wave Skyrise Amsterdam da Uomo;Uomo;84.000000;https://sportnetit.com/mizuno-wave-skyrise-amsterdam-da-uomo-09.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-skyrise-uomo-gc206209.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo,Podista;5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg;Media;Strada,Palestra/Tapis Roulant;Morbida,Durevole
F0MZSGGC200316;Mizuno;Mizuno Wave Rider 24 da Uomo Grigia;Uomo;108.500000;https://sportnetit.com/mizuno-wave-rider-24-da-uomo-16.html;https://sportnetit.com/pub/media/catalog/product/m/i/mizuno-wave-rider-24-uomo-gc200316.jpg;Neutro;(A2) Performance;Runner Assiduo,Podista;Meno di 5km,5-10 km,15-21 km,21-42 km;Meno di 60 kg,60-80 kg,80-100 kg;Media;Strada,Palestra/Tapis Roulant;Performance
F0HOSG1114631U;Hoka;Hoka Rincon 2 da Donna Team Pack Vintage Indigo;Donna;90.000000;https://sportnetit.com/hoka-rincon-da-donna-tk.html;https://sportnetit.com/pub/media/catalog/product/h/o/hoka-rincon-2-da-donna-team-pack-vintage-indigo.jpg;Neutro;(A3) Max.Ammortizzazione - Neutra;Tenersi in Forma,Runner Assiduo;5-10 km,15-21 km,21-42 km,42 km ed Oltre;Meno di 40 kg,40-60 kg,Sopra 60 kg;Stretta,Media;Strada,Palestra/Tapis Roulant;Morbida
